"Aldersgrupper (per 10 år)","Kvinner","Menn"
"0-9",0,0
"10-19",0,0
"20-29",1,0
"30-39",0,0
"40-49",0,0
"50-59",0,0
"60-69",0,0
"70-79",0,0
"80-89",0,0
"90+",0,0
