contact_age_0,contact_age_1,home,work,school,public,country,dayofweek,hh_size
0,55,True,False,False,False,LU,0,5
0,34,True,False,False,False,LU,6,4
0,36,True,False,False,True,LU,6,3
0,29,True,False,False,True,LU,6,3
0,1,False,False,False,False,LU,6,3
0,33,True,False,False,False,PL,2,7
0,37,False,False,False,False,GB,2,4
0,42,False,False,False,False,GB,2,4
0,30,False,False,True,False,GB,2,4
0,25,False,False,False,False,GB,2,4
0,51,True,False,False,False,GB,2,4
0,42,False,False,False,True,GB,2,4
0,37,False,False,False,True,GB,2,4
0,27,True,False,False,False,GB,2,4
0,50,True,False,False,False,GB,2,4
0,28,True,False,False,False,PL,2,7
0,33,True,False,False,False,PL,2,7
0,52,True,False,False,False,PL,2,7
0,22,True,False,False,False,PL,2,7
0,52,True,False,False,False,PL,2,7
0,70,True,False,False,False,PL,2,7
0,32,True,False,False,False,PL,1,3
0,26,True,False,False,False,PL,1,3
0,24,True,False,False,False,PL,1,3
0,59,True,False,False,False,PL,5,4
0,36,True,False,False,False,PL,5,4
0,59,True,False,False,False,PL,5,4
0,10,True,False,False,False,PL,5,4
0,36,True,False,False,False,PL,5,4
0,42,False,False,False,False,LU,3,5
0,4,True,False,False,False,LU,3,5
0,6,True,False,False,False,LU,3,5
0,35,True,False,False,False,LU,3,5
0,36,True,False,False,False,LU,3,5
0,27,True,False,False,False,PL,2,7
0,20,True,False,False,False,PL,5,3
0,28,True,False,False,False,PL,2,7
0,51,True,False,False,False,PL,2,7
0,32,False,False,False,False,LU,6,3
0,1,False,False,False,False,LU,6,3
0,2,False,False,False,False,LU,6,3
0,32,False,False,False,False,LU,6,3
0,32,False,False,False,False,LU,6,3
0,32,False,False,False,False,LU,6,3
0,39,True,False,False,False,LU,5,4
0,37,True,False,False,False,LU,5,4
0,0,True,False,False,False,LU,5,4
0,0,True,False,False,False,LU,5,4
0,25,True,False,False,False,LU,5,4
0,42,True,False,False,False,LU,5,4
0,10,False,False,False,False,LU,5,4
0,35,False,False,False,False,LU,5,4
0,3,False,False,False,False,LU,5,4
0,37,False,False,False,False,LU,5,4
0,2,True,False,False,False,LU,5,4
0,33,True,False,False,False,LU,5,4
0,36,True,False,False,False,LU,5,4
0,37,False,False,False,False,LU,5,4
0,48,True,False,False,False,PL,3,6
0,27,True,False,False,False,PL,3,6
0,25,True,False,False,False,PL,3,6
0,27,False,False,True,False,GB,2,4
0,4,True,False,False,False,GB,2,4
0,31,True,False,False,False,GB,2,4
0,37,False,False,True,False,GB,2,4
0,32,False,False,True,False,GB,2,4
0,51,True,False,False,False,PL,2,7
0,20,True,False,False,False,PL,2,7
0,40,False,False,False,True,DE,1,2
0,40,True,False,False,True,DE,1,2
0,37,True,False,False,False,DE,2,4
0,32,False,False,False,False,PL,3,4
0,31,False,False,False,False,PL,3,4
0,2,True,False,False,False,PL,3,4
0,59,True,False,False,False,PL,3,4
0,25,False,False,False,False,PL,3,4
0,28,True,False,False,False,DE,5,3
0,25,True,False,False,False,DE,5,3
0,30,True,False,False,False,DE,5,3
0,31,True,False,False,False,DE,5,3
0,30,False,False,False,True,DE,2,3
0,7,True,False,False,False,BE,6,9
0,28,False,False,False,False,BE,6,9
0,26,True,False,False,False,BE,6,9
0,75,False,False,False,False,BE,6,9
0,17,True,False,False,False,BE,6,9
0,16,True,False,False,False,BE,6,9
0,54,True,False,False,False,BE,6,9
0,50,True,False,False,False,BE,6,9
0,49,True,False,False,False,BE,6,9
0,1,True,False,False,False,BE,6,9
0,5,True,False,False,False,BE,6,9
0,10,True,False,False,False,BE,6,9
0,11,True,False,False,False,BE,6,9
0,21,True,False,False,False,BE,6,9
0,30,True,False,False,False,BE,6,9
0,67,False,False,False,False,BE,6,9
0,32,False,False,False,True,BE,6,9
0,2,True,False,False,False,BE,6,9
0,21,False,False,False,True,BE,6,9
0,31,False,False,False,False,PL,3,4
0,21,False,False,False,True,BE,6,9
0,65,False,False,False,False,PL,3,4
0,50,False,False,False,True,PL,3,4
0,55,False,False,False,True,DE,4,3
0,33,True,False,False,True,DE,4,3
0,6,True,False,False,True,DE,4,3
0,28,True,False,False,False,DE,2,5
0,10,True,False,False,False,DE,2,5
0,7,True,False,False,False,DE,2,5
0,2,True,False,False,False,DE,2,5
0,13,True,False,False,False,DE,2,5
0,6,True,False,False,False,PL,3,4
0,35,False,False,False,False,PL,3,4
0,50,False,False,False,False,PL,3,4
0,60,True,False,False,False,PL,3,4
0,41,False,False,False,False,GB,0,5
0,1,True,False,False,False,GB,0,5
0,36,True,False,False,False,GB,0,5
0,18,True,False,False,False,GB,0,5
0,60,False,False,False,False,PL,3,4
0,50,False,False,False,False,PL,3,4
0,42,False,False,False,False,PL,3,4
0,55,False,False,False,False,PL,3,4
0,34,False,False,False,False,PL,3,4
0,1,True,False,False,False,GB,0,5
0,8,False,False,False,False,GB,0,5
0,16,True,False,False,False,GB,0,5
0,46,True,False,False,False,GB,0,5
0,45,True,False,False,False,GB,0,5
0,17,True,False,False,False,GB,0,5
0,28,True,False,False,False,GB,0,5
0,2,False,False,False,False,PL,3,4
0,40,False,False,False,False,PL,3,4
0,34,True,False,False,False,PL,2,5
0,37,False,False,False,False,BE,6,9
0,75,False,False,False,False,BE,6,9
0,26,True,False,False,False,GB,4,4
0,29,False,False,False,False,GB,4,4
0,26,False,False,False,False,GB,4,4
0,9,False,False,False,False,GB,4,4
0,42,False,False,False,True,LU,4,3
0,36,False,False,False,True,LU,4,3
0,83,False,False,False,True,LU,4,3
0,32,True,False,False,False,LU,4,3
0,31,True,False,False,False,LU,4,3
0,3,False,False,False,False,GB,6,4
0,34,False,False,False,False,GB,6,4
0,32,False,False,False,False,GB,6,4
0,59,False,False,False,False,GB,6,4
0,52,False,False,False,False,GB,6,4
0,63,True,False,False,False,DE,1,2
0,12,True,False,False,False,DE,1,2
0,11,True,False,False,False,DE,1,2
0,9,True,False,False,False,DE,1,2
0,10,True,False,False,False,DE,1,2
0,37,True,False,False,False,DE,1,2
0,65,True,False,False,False,DE,1,2
0,37,True,False,False,False,DE,1,2
0,36,True,False,False,False,DE,1,2
0,31,True,False,False,False,DE,1,2
0,28,True,False,False,True,DE,1,2
0,37,True,False,False,True,DE,1,2
0,1,True,False,False,True,DE,1,2
0,35,True,False,False,False,DE,2,4
0,8,True,False,False,False,DE,2,4
0,9,True,False,False,False,GB,4,4
0,18,False,False,False,True,BE,6,9
0,12,True,False,False,False,DE,1,2
0,27,False,False,False,True,DE,2,3
0,4,False,False,False,False,BE,6,9
0,2,False,False,False,True,BE,6,9
0,68,False,False,False,False,BE,6,9
0,22,False,False,False,True,BE,6,9
0,42,False,False,False,False,BE,6,9
0,45,False,False,False,False,BE,6,9
0,10,True,False,False,False,BE,6,9
0,2,False,False,False,False,BE,6,9
0,7,False,False,False,False,BE,6,9
0,7,False,False,False,False,BE,6,9
0,1,False,False,False,True,BE,6,9
0,2,False,False,False,True,DE,2,3
0,62,False,False,False,True,DE,2,3
0,6,False,False,False,True,DE,2,3
0,5,False,False,False,True,DE,2,3
0,32,False,False,True,False,DE,2,3
0,42,False,False,False,True,DE,2,3
0,42,False,False,False,True,DE,2,3
0,20,False,False,False,False,DE,2,3
0,37,False,False,True,False,DE,2,3
0,67,False,False,False,False,DE,2,3
0,26,True,False,False,True,DE,2,3
0,2,False,False,True,False,DE,2,3
0,38,False,False,False,True,DE,2,3
0,52,False,False,False,False,DE,2,3
0,47,False,False,False,False,DE,2,3
0,32,False,False,False,False,DE,2,3
0,23,False,False,False,True,DE,2,3
0,2,True,False,False,True,DE,2,3
0,47,False,False,True,False,DE,2,3
0,25,True,False,False,False,PL,2,5
0,63,False,False,False,False,NL,2,5
0,28,False,True,False,False,FI,2,3
0,37,False,False,False,False,LU,5,4
0,45,False,False,False,False,LU,5,4
0,40,False,False,False,False,LU,5,4
0,8,True,False,False,False,IT,6,4
0,80,False,False,False,False,IT,6,4
0,37,True,False,False,False,IT,6,4
0,32,False,False,False,False,LU,5,4
0,71,False,False,False,False,IT,6,4
0,7,True,False,False,False,GB,1,4
0,39,True,False,False,False,GB,1,4
0,37,True,False,False,False,GB,1,4
