date,year,week,r0_average,r0_conf_95_low,r0_conf_95_high,H_cumulative,H_new,ICU_cummulative,ICU_new,I_cumulative,I_new,D_cumulative,D_new,V_1_cumulative,V_2_cumulative,V_1_new,V_2_new,vaccine_supply_new,alpha_s,alpha_e1,alpha_e2,alpha_a,alpha_i,w_c1,w_c2,w_c3,w_c4,
2/21/2020,2020 ,  8 ,3.1,2.4,3.9,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
2/22/2020,2020 ,  8 ,3.1,2.4,3.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
2/23/2020,2020 ,  9 ,3.1,2.4,3.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
2/24/2020,2020 ,  9 ,3.1,2.4,3.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
2/25/2020,2020 ,  9 ,3.1,2.4,3.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
2/26/2020,2020 ,  9 ,3.1,2.4,3.9,0,0,0,0,4,3,0,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
2/27/2020,2020 ,  9 ,3.1,2.4,3.9,0,0,0,0,6,2,0,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
2/28/2020,2020 ,  9 ,3.1,2.4,3.9,0,0,0,0,15,9,0,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
2/29/2020,2020 ,  9 ,3.1,2.4,3.9,0,0,0,0,21,6,0,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/1/2020,2020 ,  10 ,3.1,2.4,3.9,0,0,0,0,31,10,0,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/2/2020,2020 ,  10 ,3.1,2.4,3.9,0,0,0,0,43,12,0,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/3/2020,2020 ,  10 ,3.1,2.4,3.9,0,0,0,0,74,31,0,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/4/2020,2020 ,  10 ,3.1,2.4,3.9,0,0,0,0,107,33,0,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/5/2020,2020 ,  10 ,3.1,2.4,3.9,0,0,0,0,140,33,0,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/6/2020,2020 ,  10 ,3.1,2.4,3.9,1,1,0,0,164,24,0,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/7/2020,2020 ,  10 ,3.1,2.4,3.9,1,0,0,0,184,20,0,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/8/2020,2020 ,  11 ,3.1,2.4,3.9,2,1,0,0,249,65,0,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/9/2020,2020 ,  11 ,3.1,2.4,3.9,5,3,0,0,496,247,0,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/10/2020,2020 ,  11 ,3.1,2.4,3.9,12,7,3,3,737,241,0,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/11/2020,2020 ,  11 ,3.1,2.4,3.9,20,8,5,2,912,175,0,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/12/2020,2020 ,  11 ,3.1,2.4,3.9,24,4,6,1,1118,206,0,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/13/2020,2020 ,  11 ,3.1,2.4,3.9,33,9,7,1,1265,147,1,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/14/2020,2020 ,  11 ,3.1,2.4,3.9,44,11,8,1,1365,100,2,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/15/2020,2020 ,  12 ,0.5,0.4,0.6,52,8,11,3,1464,99,2,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/16/2020,2020 ,  12 ,0.5,0.4,0.6,71,19,17,6,1644,180,3,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/17/2020,2020 ,  12 ,0.5,0.4,0.6,90,19,21,4,1820,176,3,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/18/2020,2020 ,  12 ,0.5,0.4,0.6,114,24,26,5,2033,213,3,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/19/2020,2020 ,  12 ,0.5,0.4,0.6,152,38,32,6,2272,239,6,3,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/20/2020,2020 ,  12 ,0.5,0.4,0.6,184,32,41,9,2580,308,7,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/21/2020,2020 ,  12 ,0.5,0.4,0.6,212,28,47,6,2754,174,7,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/22/2020,2020 ,  13 ,0.5,0.4,0.6,240,28,55,8,2902,148,7,0,0,0,0,0,0,1,1,1,1,0.1,0.5,0.5,0.5,0.5,
3/23/2020,2020 ,  13 ,0.5,0.4,0.6,283,43,66,11,3198,296,8,1,0,0,0,0,0,1,1,1,1,0.1,0.5,0.5,0.5,0.5,
3/24/2020,2020 ,  13 ,0.5,0.4,0.6,329,46,80,14,3511,313,10,2,0,0,0,0,0,1,1,1,1,0.1,0.5,0.5,0.5,0.5,
3/25/2020,2020 ,  13 ,0.5,0.4,0.6,389,60,97,17,3803,292,12,2,0,0,0,0,0,1,1,1,1,0.1,0.5,0.5,0.5,0.5,
3/26/2020,2020 ,  13 ,0.5,0.4,0.6,434,45,106,9,4100,297,14,2,0,0,0,0,0,1,1,1,1,0.1,0.5,0.5,0.5,0.5,
3/27/2020,2020 ,  13 ,0.5,0.4,0.6,470,36,119,13,4362,262,16,2,0,0,0,0,0,1,1,1,1,0.1,0.5,0.5,0.5,0.5,
3/28/2020,2020 ,  13 ,0.5,0.4,0.6,504,34,126,7,4528,166,20,4,0,0,0,0,0,1,1,1,1,0.1,0.5,0.5,0.5,0.5,
3/29/2020,2020 ,  14 ,0.5,0.4,0.6,528,24,132,6,4634,106,22,2,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/30/2020,2020 ,  14 ,0.5,0.4,0.6,561,33,142,10,4898,264,26,4,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
3/31/2020,2020 ,  14 ,0.5,0.4,0.6,599,38,149,7,5106,208,28,2,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/1/2020,2020 ,  14 ,0.5,0.4,0.6,626,27,153,4,5304,198,32,4,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/2/2020,2020 ,  14 ,0.5,0.4,0.6,663,37,157,4,5502,198,42,10,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/3/2020,2020 ,  14 ,0.5,0.4,0.6,684,21,162,5,5666,164,42,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/4/2020,2020 ,  14 ,0.5,0.4,0.6,711,27,165,3,5754,88,50,8,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/5/2020,2020 ,  15 ,0.5,0.4,0.6,725,14,169,4,5826,72,58,8,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/6/2020,2020 ,  15 ,0.5,0.4,0.6,744,19,170,1,5985,159,58,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/7/2020,2020 ,  15 ,0.5,0.4,0.6,758,14,172,2,6125,140,69,11,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/8/2020,2020 ,  15 ,0.5,0.4,0.6,780,22,174,2,6231,106,69,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/9/2020,2020 ,  15 ,0.5,0.4,0.6,790,10,176,2,6334,103,88,19,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/10/2020,2020 ,  15 ,0.5,0.4,0.6,796,6,178,2,6402,68,88,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/11/2020,2020 ,  15 ,0.5,0.4,0.6,807,11,180,2,6511,109,98,10,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/12/2020,2020 ,  16 ,0.5,0.4,0.6,816,9,181,1,6587,76,103,5,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/13/2020,2020 ,  16 ,0.5,0.4,0.6,826,10,181,0,6664,77,114,11,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/14/2020,2020 ,  16 ,0.5,0.4,0.6,837,11,183,2,6786,122,127,13,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/15/2020,2020 ,  16 ,0.5,0.4,0.6,849,12,187,4,6889,103,130,3,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/16/2020,2020 ,  16 ,0.5,0.4,0.6,853,4,190,3,6969,80,136,6,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/17/2020,2020 ,  16 ,0.5,0.4,0.6,868,15,191,1,7077,108,137,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/18/2020,2020 ,  16 ,0.5,0.4,0.6,877,9,193,2,7126,49,148,11,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/19/2020,2020 ,  17 ,0.5,0.4,0.6,882,5,196,3,7162,36,154,6,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/20/2020,2020 ,  17 ,0.6,0.2,1,887,5,197,1,7246,84,154,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/21/2020,2020 ,  17 ,0.6,0.2,1,891,4,198,1,7324,78,163,9,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/22/2020,2020 ,  17 ,0.6,0.2,1,899,8,201,3,7401,77,169,6,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/23/2020,2020 ,  17 ,0.6,0.2,1,904,5,205,4,7470,69,180,11,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/24/2020,2020 ,  17 ,0.6,0.2,1,912,8,207,2,7523,53,191,11,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/25/2020,2020 ,  17 ,0.6,0.2,1,916,4,208,1,7548,25,191,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/26/2020,2020 ,  18 ,0.6,0.2,1,922,6,209,1,7585,37,191,0,0,0,0,0,0,1,1,1,1,0.1,2,2,2,2,x
4/27/2020,2020 ,  18 ,0.6,0.2,1,924,2,210,1,7656,71,193,2,0,0,0,0,0,1,1,1,1,0.1,2,2,2,2,
4/28/2020,2020 ,  18 ,0.6,0.2,1,931,7,211,1,7706,50,195,2,0,0,0,0,0,1,1,1,1,0.1,2,2,2,2,
4/29/2020,2020 ,  18 ,0.6,0.2,1,931,0,211,0,7745,39,202,7,0,0,0,0,0,1,1,1,1,0.1,2,2,2,2,
4/30/2020,2020 ,  18 ,0.6,0.2,1,933,2,211,0,7784,39,204,2,0,0,0,0,0,1,1,1,1,0.1,2,2,2,2,
5/1/2020,2020 ,  18 ,0.6,0.2,1,935,2,212,1,7827,43,204,0,0,0,0,0,0,1,1,1,1,0.1,2,2,2,2,
5/2/2020,2020 ,  18 ,0.6,0.2,1,937,2,212,0,7850,23,204,0,0,0,0,0,0,1,1,1,1,0.1,2,2,2,2,
5/3/2020,2020 ,  19 ,0.6,0.2,1,938,1,212,0,7894,44,204,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/4/2020,2020 ,  19 ,0.6,0.2,1,940,2,212,0,7939,45,208,4,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/5/2020,2020 ,  19 ,0.6,0.2,1,943,3,213,1,7982,43,209,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/6/2020,2020 ,  19 ,0.6,0.2,1,947,4,214,1,8021,39,209,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/7/2020,2020 ,  19 ,0.6,0.2,1,949,2,214,0,8050,29,209,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/8/2020,2020 ,  19 ,0.6,0.2,1,953,4,215,1,8092,42,213,4,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/9/2020,2020 ,  19 ,0.6,0.2,1,954,1,215,0,8103,11,213,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/10/2020,2020 ,  20 ,0.6,0.2,1,955,1,216,1,8115,12,213,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/11/2020,2020 ,  20 ,0.7,0.2,1.1,957,2,217,1,8138,23,224,11,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/12/2020,2020 ,  20 ,0.7,0.2,1.1,960,3,217,0,8157,19,228,4,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/13/2020,2020 ,  20 ,0.7,0.2,1.1,963,3,217,0,8176,19,229,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/14/2020,2020 ,  20 ,0.7,0.2,1.1,965,2,217,0,8199,23,232,3,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/15/2020,2020 ,  20 ,0.7,0.2,1.1,966,1,218,1,8220,21,232,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/16/2020,2020 ,  20 ,0.7,0.2,1.1,966,0,219,1,8233,13,232,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/17/2020,2020 ,  21 ,0.7,0.2,1.1,966,0,219,0,8237,4,232,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/18/2020,2020 ,  21 ,0.7,0.2,1.1,971,5,219,0,8254,17,233,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/19/2020,2020 ,  21 ,0.7,0.2,1.1,972,1,219,0,8274,20,233,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/20/2020,2020 ,  21 ,0.7,0.2,1.1,973,1,219,0,8293,19,234,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/21/2020,2020 ,  21 ,0.7,0.2,1.1,975,2,219,0,8307,14,234,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/22/2020,2020 ,  21 ,0.7,0.2,1.1,976,1,220,1,8333,26,235,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/23/2020,2020 ,  21 ,0.7,0.2,1.1,976,0,220,0,8339,6,235,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/24/2020,2020 ,  22 ,0.7,0.2,1.1,976,0,220,0,8345,6,235,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/25/2020,2020 ,  22 ,0.7,0.2,1.1,976,0,220,0,8363,18,235,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/26/2020,2020 ,  22 ,0.7,0.2,1.1,977,1,220,0,8375,12,235,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/27/2020,2020 ,  22 ,0.7,0.2,1.1,981,4,220,0,8393,18,235,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/28/2020,2020 ,  22 ,0.7,0.2,1.1,983,2,220,0,8409,16,236,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/29/2020,2020 ,  22 ,0.7,0.2,1.1,984,1,221,1,8425,16,236,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/30/2020,2020 ,  22 ,0.7,0.2,1.1,984,0,221,0,8425,0,236,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/31/2020,2020 ,  23 ,0.7,0.2,1.1,986,2,221,0,8431,6,236,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/1/2020,2020 ,  23 ,0.7,0.2,1.1,987,1,221,0,8438,7,236,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/2/2020,2020 ,  23 ,0.7,0.2,1.1,987,0,222,1,8469,31,237,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/3/2020,2020 ,  23 ,0.7,0.2,1.1,987,0,222,0,8481,12,237,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/4/2020,2020 ,  23 ,0.7,0.2,1.1,987,0,222,0,8498,17,238,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/5/2020,2020 ,  23 ,0.7,0.2,1.1,988,1,222,0,8528,30,238,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/6/2020,2020 ,  23 ,0.7,0.2,1.1,988,0,222,0,8536,8,238,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/7/2020,2020 ,  24 ,0.7,0.2,1.1,988,0,222,0,8545,9,238,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/8/2020,2020 ,  24 ,0.7,0.2,1.1,989,1,222,0,8563,18,239,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/9/2020,2020 ,  24 ,0.7,0.2,1.1,991,2,222,0,8576,13,239,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/10/2020,2020 ,  24 ,0.7,0.2,1.1,992,1,222,0,8590,14,239,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/11/2020,2020 ,  24 ,0.7,0.2,1.1,994,2,224,2,8601,11,242,3,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/12/2020,2020 ,  24 ,0.7,0.2,1.1,995,1,224,0,8614,13,242,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/13/2020,2020 ,  24 ,0.7,0.2,1.1,995,0,225,1,8621,7,242,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/14/2020,2020 ,  25 ,0.7,0.2,1.1,996,1,226,1,8627,6,242,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/15/2020,2020 ,  25 ,0.7,0.2,1.1,997,1,226,0,8645,18,242,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/16/2020,2020 ,  25 ,0.7,0.2,1.1,998,1,226,0,8681,36,242,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/17/2020,2020 ,  25 ,0.7,0.2,1.1,1001,3,226,0,8696,15,242,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/18/2020,2020 ,  25 ,0.7,0.2,1.1,1002,1,226,0,8709,13,244,2,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/19/2020,2020 ,  25 ,0.7,0.2,1.1,1003,1,228,2,8727,18,244,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/20/2020,2020 ,  25 ,0.7,0.2,1.1,1003,0,228,0,8733,6,244,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/21/2020,2020 ,  26 ,0.7,0.2,1.1,1003,0,228,0,8737,4,244,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/22/2020,2020 ,  26 ,0.7,0.2,1.1,1005,2,228,0,8764,27,244,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/23/2020,2020 ,  26 ,0.7,0.2,1.1,1006,1,228,0,8777,13,248,4,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/24/2020,2020 ,  26 ,0.7,0.2,1.1,1008,2,228,0,8798,21,249,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/25/2020,2020 ,  26 ,0.7,0.2,1.1,1009,1,228,0,8815,17,249,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/26/2020,2020 ,  26 ,0.7,0.2,1.1,1012,3,228,0,8837,22,249,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/27/2020,2020 ,  26 ,0.7,0.2,1.1,1014,2,228,0,8847,10,249,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/28/2020,2020 ,  27 ,0.7,0.2,1.1,1016,2,228,0,8848,1,249,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/29/2020,2020 ,  27 ,0.7,0.2,1.1,1016,0,228,0,8874,26,249,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/30/2020,2020 ,  27 ,0.7,0.2,1.1,1018,2,229,1,8884,10,250,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/1/2020,2020 ,  27 ,1,0.4,1.7,1018,0,229,0,8892,8,251,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/2/2020,2020 ,  27 ,1,0.4,1.7,1020,2,229,0,8901,9,251,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/3/2020,2020 ,  27 ,1,0.4,1.7,1021,1,229,0,8911,10,251,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/4/2020,2020 ,  27 ,1,0.4,1.7,1021,0,229,0,8913,2,251,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/5/2020,2020 ,  28 ,1,0.4,1.7,1022,1,229,0,8914,1,251,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/6/2020,2020 ,  28 ,1,0.4,1.7,1022,0,229,0,8928,14,251,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/7/2020,2020 ,  28 ,1,0.4,1.7,1022,0,230,1,8938,10,251,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/8/2020,2020 ,  28 ,1,0.4,1.7,1023,1,230,0,8949,11,251,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/9/2020,2020 ,  28 ,1,0.4,1.7,1023,0,230,0,8957,8,252,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/10/2020,2020 ,  28 ,1,0.4,1.7,1023,0,230,0,8970,13,252,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/11/2020,2020 ,  28 ,1,0.4,1.7,1024,1,230,0,8974,4,252,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/12/2020,2020 ,  29 ,1,0.4,1.7,1024,0,230,0,8979,5,252,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/13/2020,2020 ,  29 ,1,0.4,1.7,1026,2,230,0,8998,19,253,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/14/2020,2020 ,  29 ,1,0.4,1.7,1026,0,230,0,9006,8,253,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/15/2020,2020 ,  29 ,1,0.4,1.7,1027,1,230,0,9012,6,253,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/16/2020,2020 ,  29 ,1,0.4,1.7,1029,2,230,0,9016,4,254,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/17/2020,2020 ,  29 ,1,0.4,1.7,1030,1,231,1,9028,12,255,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/18/2020,2020 ,  29 ,1,0.4,1.7,1032,2,231,0,9029,1,255,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/19/2020,2020 ,  30 ,1,0.4,1.7,1032,0,231,0,9032,3,255,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/20/2020,2020 ,  30 ,1,0.4,1.7,1032,0,231,0,9053,21,255,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/21/2020,2020 ,  30 ,1,0.4,1.7,1032,0,231,0,9059,6,255,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/22/2020,2020 ,  30 ,1,0.4,1.7,1032,0,231,0,9081,22,255,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/23/2020,2020 ,  30 ,1,0.4,1.7,1032,0,231,0,9087,6,255,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/24/2020,2020 ,  30 ,1,0.4,1.7,1034,2,232,1,9111,24,255,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/25/2020,2020 ,  30 ,1,0.4,1.7,1034,0,232,0,9117,6,255,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/26/2020,2020 ,  31 ,1,0.4,1.7,1035,1,232,0,9126,9,255,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/27/2020,2020 ,  31 ,1,0.4,1.7,1036,1,232,0,9150,24,255,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/28/2020,2020 ,  31 ,1,0.4,1.7,1036,0,232,0,9166,16,255,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/29/2020,2020 ,  31 ,1,0.4,1.7,1036,0,232,0,9203,37,255,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/30/2020,2020 ,  31 ,1,0.4,1.7,1038,2,232,0,9226,23,255,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/31/2020,2020 ,  31 ,1,0.4,1.7,1043,5,232,0,9298,72,255,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/1/2020,2020 ,  31 ,1,0.6,1.4,1045,2,232,0,9311,13,255,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/2/2020,2020 ,  32 ,1,0.6,1.4,1046,1,232,0,9324,13,255,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
