date,year,week,r0_average,r0_conf_95_low,r0_conf_95_high,H_cumulative,H_new,ICU_cummulative,ICU_new,I_cumulative,I_new,D_cumulative,D_new,V_1_cumulative,V_2_cumulative,V_1_new,V_2_new,vaccine_supply_new,alpha_s,alpha_e1,alpha_e2,alpha_a,alpha_i,w_c1,w_c2,w_c3,w_c4,
4/21/2021,2021 ,  17 ,0.8,0.7,0.9,,,,,,,,,,,,,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/22/2021,2021 ,  17 ,0.8,0.7,0.9,,,,,,,,,,,,,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/23/2021,2021 ,  17 ,0.8,0.7,0.9,,,,,,,,,,,,,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/24/2021,2021 ,  17 ,0.8,0.7,0.9,,,,,,,,,,,,,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/25/2021,2021 ,  18 ,0.8,0.7,0.9,,,,,,,,,,,,,167500,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/26/2021,2021 ,  18 ,0.8,0.7,0.9,,,,,,,,,,,,,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/27/2021,2021 ,  18 ,0.8,0.7,0.9,,,,,,,,,,,,,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/28/2021,2021 ,  18 ,0.8,0.7,0.9,,,,,,,,,,,,,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/29/2021,2021 ,  18 ,0.8,0.7,0.9,,,,,,,,,,,,,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
4/30/2021,2021 ,  18 ,0.8,0.7,0.9,,,,,,,,,,,,,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/1/2021,2021 ,  18 ,0.8,0.7,0.9,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/2/2021,2021 ,  19 ,0.8,0.7,0.9,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/3/2021,2021 ,  19 ,0.8,0.7,0.9,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/4/2021,2021 ,  19 ,0.8,0.7,0.9,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/5/2021,2021 ,  19 ,0.8,0.7,0.9,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/6/2021,2021 ,  19 ,0.8,0.7,0.9,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/7/2021,2021 ,  19 ,0.8,0.7,0.9,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/8/2021,2021 ,  19 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/9/2021,2021 ,  20 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/10/2021,2021 ,  20 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/11/2021,2021 ,  20 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/12/2021,2021 ,  20 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/13/2021,2021 ,  20 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/14/2021,2021 ,  20 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/15/2021,2021 ,  20 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/16/2021,2021 ,  21 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/17/2021,2021 ,  21 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/18/2021,2021 ,  21 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/19/2021,2021 ,  21 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/20/2021,2021 ,  21 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/21/2021,2021 ,  21 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/22/2021,2021 ,  21 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/23/2021,2021 ,  22 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/24/2021,2021 ,  22 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/25/2021,2021 ,  22 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/26/2021,2021 ,  22 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/27/2021,2021 ,  22 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/28/2021,2021 ,  22 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/29/2021,2021 ,  22 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/30/2021,2021 ,  23 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
5/31/2021,2021 ,  23 ,1.06,1.01,1.12,,,,,,,,,,,,,40000,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/1/2021,2021 ,  23 ,1.06,1.01,1.12,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/2/2021,2021 ,  23 ,1.06,1.01,1.12,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/3/2021,2021 ,  23 ,1.06,1.01,1.12,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/4/2021,2021 ,  23 ,1.06,1.01,1.12,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/5/2021,2021 ,  23 ,1.06,1.01,1.12,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/6/2021,2021 ,  24 ,1.06,1.01,1.12,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/7/2021,2021 ,  24 ,1.06,1.01,1.12,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/8/2021,2021 ,  24 ,1.06,1.01,1.12,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/9/2021,2021 ,  24 ,1.06,1.01,1.12,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/10/2021,2021 ,  24 ,1.06,1.01,1.12,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/11/2021,2021 ,  24 ,1.06,1.01,1.12,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/12/2021,2021 ,  24 ,0.6,0.7,1,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/13/2021,2021 ,  25 ,0.6,0.7,1,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/14/2021,2021 ,  25 ,0.6,0.7,1,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/15/2021,2021 ,  25 ,0.6,0.7,1,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/16/2021,2021 ,  25 ,0.6,0.7,1,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/17/2021,2021 ,  25 ,0.6,0.7,1,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/18/2021,2021 ,  25 ,0.6,0.7,1,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/19/2021,2021 ,  25 ,0.6,0.7,1,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/20/2021,2021 ,  26 ,0.6,0.7,1,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/21/2021,2021 ,  26 ,0.6,0.7,1,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/22/2021,2021 ,  26 ,0.6,0.7,1,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/23/2021,2021 ,  26 ,0.6,0.7,1,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/24/2021,2021 ,  26 ,0.6,0.7,1,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/25/2021,2021 ,  26 ,0.6,0.7,1,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/26/2021,2021 ,  26 ,0.6,0.7,1,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/27/2021,2021 ,  27 ,0.6,0.7,1,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/28/2021,2021 ,  27 ,0.6,0.7,1,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/29/2021,2021 ,  27 ,0.9,0.7,1,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
6/30/2021,2021 ,  27 ,0.9,0.7,1,,,,,,,,,,,,,47334,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/1/2021,2021 ,  27 ,0.9,0.7,1,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/2/2021,2021 ,  27 ,0.9,0.7,1,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/3/2021,2021 ,  27 ,0.9,0.7,1,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/4/2021,2021 ,  28 ,0.9,0.7,1,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/5/2021,2021 ,  28 ,0.9,0.7,1,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/6/2021,2021 ,  28 ,0.9,0.7,1,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/7/2021,2021 ,  28 ,0.9,0.7,1,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/8/2021,2021 ,  28 ,0.9,0.7,1,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/9/2021,2021 ,  28 ,0.9,0.7,1,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/10/2021,2021 ,  28 ,0.9,0.7,1,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/11/2021,2021 ,  29 ,0.9,0.7,1,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/12/2021,2021 ,  29 ,0.9,0.7,1,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/13/2021,2021 ,  29 ,0.9,0.7,1,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/14/2021,2021 ,  29 ,0.9,0.7,1,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/15/2021,2021 ,  29 ,0.9,0.7,1,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/16/2021,2021 ,  29 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/17/2021,2021 ,  29 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/18/2021,2021 ,  30 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/19/2021,2021 ,  30 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/20/2021,2021 ,  30 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/21/2021,2021 ,  30 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/22/2021,2021 ,  30 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/23/2021,2021 ,  30 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/24/2021,2021 ,  30 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/25/2021,2021 ,  31 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/26/2021,2021 ,  31 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/27/2021,2021 ,  31 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/28/2021,2021 ,  31 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/29/2021,2021 ,  31 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/30/2021,2021 ,  31 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
7/31/2021,2021 ,  31 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/1/2021,2021 ,  32 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/2/2021,2021 ,  32 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/3/2021,2021 ,  32 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/4/2021,2021 ,  32 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/5/2021,2021 ,  32 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/6/2021,2021 ,  32 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/7/2021,2021 ,  32 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/8/2021,2021 ,  33 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/9/2021,2021 ,  33 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/10/2021,2021 ,  33 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/11/2021,2021 ,  33 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/12/2021,2021 ,  33 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/13/2021,2021 ,  33 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/14/2021,2021 ,  33 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/15/2021,2021 ,  34 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/16/2021,2021 ,  34 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/17/2021,2021 ,  34 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/18/2021,2021 ,  34 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/19/2021,2021 ,  34 ,1.35,1.27,1.41,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/20/2021,2021 ,  34 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/21/2021,2021 ,  34 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/22/2021,2021 ,  35 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/23/2021,2021 ,  35 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/24/2021,2021 ,  35 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/25/2021,2021 ,  35 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/26/2021,2021 ,  35 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/27/2021,2021 ,  35 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/28/2021,2021 ,  35 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/29/2021,2021 ,  36 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/30/2021,2021 ,  36 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/31/2021,2021 ,  36 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/1/2021,2021 ,  36 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/2/2021,2021 ,  36 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/3/2021,2021 ,  36 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/4/2021,2021 ,  36 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/5/2021,2021 ,  37 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/6/2021,2021 ,  37 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/7/2021,2021 ,  37 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/8/2021,2021 ,  37 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/9/2021,2021 ,  37 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/10/2021,2021 ,  37 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/11/2021,2021 ,  37 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/12/2021,2021 ,  38 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/13/2021,2021 ,  38 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/14/2021,2021 ,  38 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/15/2021,2021 ,  38 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/16/2021,2021 ,  38 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/17/2021,2021 ,  38 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/18/2021,2021 ,  38 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/19/2021,2021 ,  39 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/20/2021,2021 ,  39 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/21/2021,2021 ,  39 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/22/2021,2021 ,  39 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/23/2021,2021 ,  39 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/24/2021,2021 ,  39 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/25/2021,2021 ,  39 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/26/2021,2021 ,  40 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/27/2021,2021 ,  40 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/28/2021,2021 ,  40 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/29/2021,2021 ,  40 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/30/2021,2021 ,  40 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/1/2021,2021 ,  40 ,0.86,0.76,0.94,,,,,,,,,,,,,40667,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
