contact_age_0,contact_age_1,home,work,school,transport,leisure,country,dayofweek
1,65,False,False,False,False,True,NL,3
1,62,True,False,False,False,False,PL,0
1,31,True,False,False,False,True,BE,6
1,20,False,False,False,False,False,FI,0
1,36,True,False,False,True,False,FI,0
1,2,False,False,False,False,False,GB,2
1,2,False,False,True,False,False,LU,5
1,2,False,False,True,False,False,LU,5
1,2,False,False,True,False,False,LU,5
1,29,True,False,False,False,False,GB,3
1,14,False,False,False,False,True,DE,6
1,61,False,False,False,False,False,PL,3
1,61,False,False,False,False,False,PL,3
1,42,False,False,False,False,False,LU,4
1,33,True,False,False,False,False,PL,5
1,42,False,False,False,False,False,LU,4
1,27,True,False,False,False,False,GB,4
1,68,True,False,False,False,True,FI,0
1,33,False,False,False,False,True,NL,1
1,2,False,False,True,False,False,GB,2
1,1,False,False,False,False,True,FI,6
1,4,True,False,False,False,False,PL,3
1,1,False,False,False,False,True,FI,6
1,1,False,False,False,False,True,FI,6
1,27,True,False,False,False,False,GB,4
1,58,False,False,False,False,False,LU,1
1,6,False,False,False,False,True,IT,4
